launch_year,Art,Comics,Crafts,Dance,Design,Fashion,Film & Video,Food,Games,Journalism,Music,Photography,Publishing,Technology,Theater
2009,0.1382896627021465,0.03152482014991975,0.005174196690250314,0.008523398983212041,0.014120121468586053,0.005354058234455142,0.26255848178403673,0.033147847335731846,0.027685743304089815,0.021197295120192926,0.2770565777476478,0.03193998924854979,0.087304138925675,0.029807104650774647,0.02631656365473155
2010,0.0516413215871801,0.01767592373365827,0.0026775080821347854,0.012516815495555613,0.06416252450987633,0.007563253710703336,0.3930454760790418,0.030263381985912552,0.017704381963518076,0.010602730479042002,0.24677221848460024,0.03228394009436985,0.033956047473161804,0.028689582902426555,0.05044489341881849
2011,0.05920205000480093,0.016619203308879726,0.0012862617234738931,0.011072346536643657,0.13385885822532356,0.01296414235518888,0.3118875971595326,0.028141522965167653,0.04144654676404818,0.0056676728510487925,0.21092822117617066,0.01892944245595158,0.04603221638658742,0.05964694205818328,0.04231697602899902
2012,0.030196388263588045,0.030180343535523894,0.0010892165055027216,0.0058100264762009435,0.15293655470639228,0.018611922814548636,0.16808677461519916,0.032132367555644956,0.2875476045274602,0.0038992821712479026,0.1102134335410297,0.009341458252199944,0.042092354181750016,0.08638293388813942,0.021479338965572112
2013,0.02712547894092152,0.027747722686594513,0.0033709701273304167,0.005136139678041922,0.1456072795058407,0.04109119540902253,0.17263320581426458,0.04102929352703875,0.2361428601266887,0.0025833235008236133,0.07206347625158213,0.008923716227397994,0.04374370665681577,0.15504368977177316,0.017757941775863657
2014,0.028698278905365734,0.019730288902039827,0.0038841084758770347,0.0055723981320475995,0.19278066088538032,0.04293747266854413,0.11909739754886398,0.05175980417732983,0.1698103918311431,0.0035716341242850932,0.06060660970072239,0.012908284775572003,0.04120270665701085,0.23169066512938152,0.01574929808643654
2015,0.022173524405493954,0.019965331015516664,0.004565247316085855,0.0026298708392808587,0.24111822596985882,0.04176497880977456,0.08934334386516149,0.03440847492006796,0.21961344316284073,0.003978296444003489,0.03670738063384278,0.01045061869222681,0.0320896220888853,0.23195380646935956,0.009237835367601062
2016,0.02009993507410695,0.019933447927268512,0.005230545582188315,0.002851477112246106,0.2799560511793224,0.03900924972581467,0.05815776812552896,0.027758349914278703,0.22992158314627767,0.003249339325489578,0.034816919116928316,0.010450804910598778,0.03459582831510125,0.2263377482443515,0.007630952300498157
2017,0.026536047401687062,0.020355422821247204,0.004232751693233956,0.002104987533607787,0.2601105673804998,0.038955834075409666,0.048892396810614296,0.027166620293821983,0.26338624574732816,0.002639630536587829,0.03348848796396373,0.010755350976214691,0.03912205800090428,0.2169440096214838,0.005309589143395616
